event_name,count,percentage
Phosphorylation,26411,95.3568978589739
Interaction,1036,3.7404773080116978
Acetylation,239,0.862909340361772
Methylation,5,0.018052496660288117
Ubiquitination,4,0.014441997328230495
Sumoylation,2,0.007220998664115247
Total,27697,100.0
