5,23
5,79
5,90
5,156
5,206
5,247
5,265
5,275
5,283
5,369
5,415
5,472
5,481
5,505
5,524
5,558
5,663
5,784
5,816
5,959
5,1025
5,1078
5,1107
5,1110
5,1278
5,1292
5,1313
5,1323
5,1385
5,1387
5,1476
5,1515
5,1718
5,2305
5,2414
5,2705
7,81
10,83
10,739
12,12
12,379
12,635
12,784
12,1469
12,1488
12,1635
12,2223
12,2591
13,1085
14,18
16,16
16,77
16,245
16,286
16,579
16,697
16,922
16,940
16,1127
17,13
17,17
17,63
17,86
17,103
17,231
17,239
17,360
17,371
17,398
17,473
17,568
17,672
17,760
17,792
17,1014
17,1015
17,1291
17,1428
17,1463
17,1680
17,2114
17,2550
18,1
18,13
18,18
18,19
18,29
18,41
18,52
18,59
18,63
18,66
18,88
18,90
18,104
18,117
18,122
18,126
18,158
18,180
18,181
18,182
18,186
18,189
18,200
18,216
18,223
18,231
18,233
18,248
18,250
18,253
18,261
18,281
18,284
18,299
18,301
18,302
18,306
18,321
18,334
18,362
18,369
18,405
18,418
18,419
18,430
18,431
18,434
18,440
18,452
18,455
18,473
18,493
18,504
18,505
18,517
18,522
18,532
18,549
18,554
18,555
18,561
18,566
18,583
18,603
18,615
18,625
18,639
18,648
18,651
18,656
18,664
18,714
18,735
18,768
18,785
18,790
18,813
18,815
18,820
18,834
18,835
18,885
18,887
18,891
18,893
18,911
18,958
18,1042
18,1061
18,1096
18,1152
18,1168
18,1180
18,1181
18,1184
18,1196
18,1206
18,1228
18,1348
18,1352
18,1363
18,1369
18,1424
18,1435
18,1442
18,1454
18,1507
18,1538
18,1539
18,1631
18,1637
18,1657
18,1663
18,1748
18,1786
18,1862
18,1915
18,1928
18,1952
18,1986
18,2010
18,2037
18,2059
18,2191
18,2255
18,2276
18,2299
18,2341
18,2403
18,2406
18,2464
18,2499
18,2527
18,2571
18,2681
19,1
19,3
19,19
19,35
19,46
19,48
19,102
19,106
19,132
19,133
19,141
19,158
19,188
19,192
19,206
19,208
19,264
19,269
19,302
19,326
19,382
19,433
19,454
19,489
19,508
19,534
19,584
19,613
19,708
19,733
19,816
19,834
19,870
19,1415
19,1514
19,1529
19,1640
19,1702
19,1777
19,1809
19,1815
19,1818
19,1851
19,1993
19,2040
19,2259
19,2300
19,2363
19,2648
21,446
21,1020
21,1147
21,1307
24,1
24,6
24,23
24,24
24,63
24,117
24,158
24,169
24,228
24,239
24,253
24,319
24,392
24,467
24,493
24,555
24,714
24,766
24,836
24,911
24,935
24,1387
24,1429
24,1757
24,1837
25,13
25,14
25,18
25,25
25,63
25,68
25,103
25,113
25,120
25,122
25,139
25,150
25,194
25,204
25,205
25,238
25,240
25,244
25,248
25,260
25,290
25,339
25,390
25,525
25,543
25,632
25,660
25,740
25,760
25,771
25,840
25,910
25,920
25,957
25,962
25,1086
25,1152
25,1205
25,1290
25,1394
25,1421
25,1445
25,1455
25,1456
25,1519
25,1562
25,1782
25,1812
25,2058
25,2221
25,2374
25,2480
25,2551
25,2632
30,379
30,635
30,784
30,1011
32,476
32,1166
35,35
35,213
35,312
35,481
35,622
35,826
35,959
35,1042
35,1235
35,1290
35,1517
35,2228
35,2563
37,37
38,57
38,209
38,251
38,436
41,120
42,229
44,1
44,3
44,7
44,9
44,14
44,23
44,42
44,63
44,81
44,90
44,97
44,104
44,119
44,128
44,138
44,139
44,145
44,157
44,180
44,190
44,238
44,240
44,286
44,293
44,321
44,329
44,334
44,368
44,369
44,382
44,402
44,405
44,411
44,412
44,415
44,446
44,457
44,464
44,465
44,469
44,487
44,502
44,505
44,514
44,522
44,555
44,579
44,583
44,592
44,651
44,658
44,724
44,733
44,754
44,760
44,779
44,792
44,873
44,972
44,995
44,1015
44,1096
44,1109
44,1143
44,1254
44,1262
44,1279
44,1287
44,1342
44,1377
44,1387
44,1462
44,1549
44,1585
44,1592
44,1606
44,1662
44,1711
44,1903
44,1945
44,1953
44,1974
44,2012
44,2398
44,2529
46,16
46,46
46,130
46,159
46,600
46,868
46,1037
46,1235
46,1446
46,1723
46,2484
47,47
47,78
47,90
47,97
47,220
47,514
47,528
47,581
47,604
47,690
47,706
47,1168
47,1698
53,1083
57,41
57,63
57,742
57,746
57,1634
57,2044
57,2679
60,251
60,473
62,727
62,1411
63,134
63,136
63,247
63,249
63,251
63,305
63,323
63,552
63,554
63,1083
63,1387
63,1462
63,1528
63,2213
63,2404
65,1
65,43
65,54
65,60
65,63
65,65
65,68
65,76
65,86
65,150
65,168
65,215
65,247
65,248
65,251
65,412
65,440
65,466
65,473
65,885
65,1006
65,1265
65,1451
65,1528
65,1642
65,1644
65,1740
65,2323
65,2397
65,2649
67,59
67,63
67,67
67,153
67,155
67,170
67,238
67,361
67,726
67,2723
68,8
68,32
68,68
68,216
68,334
68,389
68,571
68,1166
68,1269
