au_roc,au_pr,f1,recall,precision,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,experiment_tag,config.go_term_types,config.fb_binary_operator,config.rf_edge_operator,config.seed,config.go_node2vec_embedding_dim,config.go_node2vec_walk_length,config.go_node2vec_context_size,config.go_node2vec_walks_per_node,config.go_node2vec_p,config.go_node2vec_q,config.go_node2vec_num_negative_samples,config.iptmnet_node2vec_embedding_dim,config.iptmnet_node2vec_walk_length,config.iptmnet_node2vec_context_size,config.iptmnet_node2vec_walks_per_node,config.iptmnet_node2vec_p,config.iptmnet_node2vec_q,config.iptmnet_node2vec_num_negative_samples,config.rf_max_depth,config.rf_criterion,config.rf_max_features,config.rf_min_samples_split,config.rf_min_samples_leaf
0.6240938060548868,0.6376132709635465,0.5904761904761906,0.5976272862086011,0.5834942084942085,3594.606363773346,True,,,1.0,66a5b5cdb84f4adb8733abf8ad515fc2,2021-03-18_11-25-23,1616066723.0,3594.606363773346,1680.0,rocm-server,10.162.156.112,3594.606363773346,0.0,1.0,"10_fb_binary_operator=cat,go_node2vec_context_size=10,go_node2vec_embedding_dim=80,go_node2vec_num_negative_samples=3,go_node2vec_p=0.8,go_node2vec_q=0.8,go_node2vec_walk_length=90,go_node2vec_walks_per_node=10,go_term_types=all,iptmnet_node2vec_context_size=15,iptmnet_node2vec_embedding_dim=80,iptmnet_node2vec_num_negative_samples=1,iptmnet_node2vec_p=0.9,iptmnet_node2vec_q=0.9,iptmnet_node2vec_walk_length=50,iptmnet_node2vec_walks_per_node=20,rf_criterion=gini,rf_edge_operator=avg,rf_max_depth=0.5,rf_max_features=auto,rf_min_samples_leaf=5,rf_min_samples_split=66",all,cat,avg,20.0,80.0,90.0,10.0,10.0,0.8,0.8,3.0,80.0,50.0,15.0,20.0,0.9,0.9,1.0,0.5,gini,auto,66.0,5.0
0.6901524705139536,0.6816364098706669,0.6573525929434051,0.6861097380128522,0.6309090909090909,7169.706587791443,True,,,1.0,a6480e72609f4d3d9085fa8d9875c8be,2021-03-18_12-45-45,1616071545.0,7169.706587791443,1688.0,rocm-server,10.162.156.112,7169.706587791443,0.0,1.0,"11_fb_binary_operator=cat,go_node2vec_context_size=20,go_node2vec_embedding_dim=32,go_node2vec_num_negative_samples=3,go_node2vec_p=1.0,go_node2vec_q=0.7,go_node2vec_walk_length=100,go_node2vec_walks_per_node=20,go_term_types=bp,iptmnet_node2vec_context_size=20,iptmnet_node2vec_embedding_dim=96,iptmnet_node2vec_num_negative_samples=1,iptmnet_node2vec_p=0.4,iptmnet_node2vec_q=0.2,iptmnet_node2vec_walk_length=90,iptmnet_node2vec_walks_per_node=10,rf_criterion=entropy,rf_edge_operator=cat,rf_max_depth=0.9,rf_max_features=auto,rf_min_samples_leaf=4,rf_min_samples_split=97",bp,cat,cat,20.0,32.0,100.0,20.0,20.0,1.0,0.7000000000000001,3.0,96.0,90.0,20.0,10.0,0.4,0.2,1.0,0.9,entropy,auto,97.0,4.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6136520962954691,0.6100151001713894,0.5452642595499738,0.5150766188828473,0.5792106725958867,1957.8565213680267,True,,,1.0,6abaadeeb55b493b9bef2c20b8477267,2021-03-18_11-58-35,1616068715.0,1957.8565213680267,1686.0,rocm-server,10.162.156.112,1957.8565213680267,0.0,1.0,"14_fb_binary_operator=cat,go_node2vec_context_size=15,go_node2vec_embedding_dim=96,go_node2vec_num_negative_samples=1,go_node2vec_p=0.6,go_node2vec_q=0.7,go_node2vec_walk_length=60,go_node2vec_walks_per_node=10,go_term_types=none,iptmnet_node2vec_context_size=10,iptmnet_node2vec_embedding_dim=32,iptmnet_node2vec_num_negative_samples=1,iptmnet_node2vec_p=0.8,iptmnet_node2vec_q=0.9,iptmnet_node2vec_walk_length=70,iptmnet_node2vec_walks_per_node=10,rf_criterion=entropy,rf_edge_operator=cat,rf_max_depth=0.1,rf_max_features=log2,rf_min_samples_leaf=3,rf_min_samples_split=74",none,cat,cat,20.0,96.0,60.0,15.0,10.0,0.6000000000000001,0.7000000000000001,1.0,32.0,70.0,10.0,10.0,0.8,0.9,1.0,0.1,entropy,log2,74.0,3.0
0.6996353599449142,0.6911213810404644,0.6614620298083748,0.6910528917449332,0.6343012704174229,5673.45641708374,True,,,1.0,b33f7ac55b0c4fa3be0168705f6168fc,2021-03-18_13-33-10,1616074390.0,5673.45641708374,1687.0,rocm-server,10.162.156.112,5673.45641708374,0.0,1.0,"15_fb_binary_operator=cat,go_node2vec_context_size=15,go_node2vec_embedding_dim=96,go_node2vec_num_negative_samples=3,go_node2vec_p=0.7,go_node2vec_q=0.6,go_node2vec_walk_length=80,go_node2vec_walks_per_node=10,go_term_types=all,iptmnet_node2vec_context_size=15,iptmnet_node2vec_embedding_dim=96,iptmnet_node2vec_num_negative_samples=3,iptmnet_node2vec_p=0.5,iptmnet_node2vec_q=0.4,iptmnet_node2vec_walk_length=80,iptmnet_node2vec_walks_per_node=20,rf_criterion=entropy,rf_edge_operator=cat,rf_max_depth=0.1,rf_max_features=sqrt,rf_min_samples_leaf=5,rf_min_samples_split=60",all,cat,cat,20.0,96.0,80.0,15.0,10.0,0.7000000000000001,0.6000000000000001,3.0,96.0,80.0,15.0,20.0,0.5,0.4,3.0,0.1,entropy,sqrt,60.0,5.0
0.5813908710237605,0.592302566671794,0.5784383109223873,0.606030647553139,0.5532490974729242,2809.4164776802063,True,,,1.0,593042eb245445d987a7e7ca4326c475,2021-03-18_13-32-36,1616074356.0,2809.4164776802063,43856.0,rocm-server,10.162.156.112,2809.4164776802063,0.0,1.0,"16_fb_binary_operator=avg,go_node2vec_context_size=10,go_node2vec_embedding_dim=64,go_node2vec_num_negative_samples=3,go_node2vec_p=0.7,go_node2vec_q=0.9,go_node2vec_walk_length=70,go_node2vec_walks_per_node=10,go_term_types=bp,iptmnet_node2vec_context_size=15,iptmnet_node2vec_embedding_dim=112,iptmnet_node2vec_num_negative_samples=2,iptmnet_node2vec_p=0.9,iptmnet_node2vec_q=0.8,iptmnet_node2vec_walk_length=80,iptmnet_node2vec_walks_per_node=10,rf_criterion=entropy,rf_edge_operator=avg,rf_max_depth=0.5,rf_max_features=auto,rf_min_samples_leaf=4,rf_min_samples_split=41",bp,avg,avg,20.0,64.0,70.0,10.0,10.0,0.7000000000000001,0.9,3.0,112.0,80.0,15.0,10.0,0.9,0.8,2.0,0.5,entropy,auto,41.0,4.0
0.6773139542810814,0.6661771787432778,0.6513500710563713,0.6796836381611469,0.6252842201000455,3424.476982355118,True,,,1.0,3010b338b5a84e7eb4472c687e4c092c,2021-03-18_14-29-44,1616077784.0,3424.476982355118,48018.0,rocm-server,10.162.156.112,3424.476982355118,0.0,1.0,"17_fb_binary_operator=cat,go_node2vec_context_size=15,go_node2vec_embedding_dim=96,go_node2vec_num_negative_samples=2,go_node2vec_p=0.6,go_node2vec_q=0.5,go_node2vec_walk_length=80,go_node2vec_walks_per_node=10,go_term_types=cc,iptmnet_node2vec_context_size=15,iptmnet_node2vec_embedding_dim=96,iptmnet_node2vec_num_negative_samples=3,iptmnet_node2vec_p=0.5,iptmnet_node2vec_q=0.3,iptmnet_node2vec_walk_length=60,iptmnet_node2vec_walks_per_node=10,rf_criterion=gini,rf_edge_operator=cat,rf_max_depth=0.3,rf_max_features=sqrt,rf_min_samples_leaf=7,rf_min_samples_split=40",cc,cat,cat,20.0,96.0,80.0,15.0,10.0,0.6000000000000001,0.5,2.0,96.0,60.0,15.0,10.0,0.5,0.30000000000000004,3.0,0.30000000000000004,gini,sqrt,40.0,7.0
0.76488963181446,0.7864952867240733,0.640625,0.5674740484429066,0.7354260089686099,3844.236404657364,True,,,1.0,ce52d9eeef5f4d6fb79a3365a596f875,2021-03-18_14-37-17,1616078237.0,3844.236404657364,48128.0,rocm-server,10.162.156.112,3844.236404657364,0.0,1.0,"18_fb_binary_operator=hadamard,go_node2vec_context_size=15,go_node2vec_embedding_dim=96,go_node2vec_num_negative_samples=1,go_node2vec_p=0.4,go_node2vec_q=0.1,go_node2vec_walk_length=70,go_node2vec_walks_per_node=20,go_term_types=mp,iptmnet_node2vec_context_size=10,iptmnet_node2vec_embedding_dim=80,iptmnet_node2vec_num_negative_samples=1,iptmnet_node2vec_p=0.9,iptmnet_node2vec_q=0.4,iptmnet_node2vec_walk_length=60,iptmnet_node2vec_walks_per_node=20,rf_criterion=entropy,rf_edge_operator=hadamard,rf_max_depth=0.7,rf_max_features=sqrt,rf_min_samples_leaf=8,rf_min_samples_split=59",mp,hadamard,hadamard,20.0,96.0,70.0,15.0,20.0,0.4,0.1,1.0,80.0,60.0,10.0,20.0,0.9,0.4,1.0,0.7000000000000001,entropy,sqrt,59.0,8.0
0.79315296238585,0.8088737565955402,0.6856988957716132,0.6292634700939199,0.7532544378698225,4981.183673620224,True,,,1.0,2686308297444a638d9453455c8326b2,2021-03-18_15-52-47,1616082767.0,4981.183673620224,53194.0,rocm-server,10.162.156.112,4981.183673620224,0.0,1.0,"19_fb_binary_operator=hadamard,go_node2vec_context_size=20,go_node2vec_embedding_dim=80,go_node2vec_num_negative_samples=3,go_node2vec_p=0.8,go_node2vec_q=1.0,go_node2vec_walk_length=90,go_node2vec_walks_per_node=10,go_term_types=none,iptmnet_node2vec_context_size=15,iptmnet_node2vec_embedding_dim=64,iptmnet_node2vec_num_negative_samples=2,iptmnet_node2vec_p=0.9,iptmnet_node2vec_q=0.5,iptmnet_node2vec_walk_length=50,iptmnet_node2vec_walks_per_node=10,rf_criterion=entropy,rf_edge_operator=hadamard,rf_max_depth=0.4,rf_max_features=auto,rf_min_samples_leaf=3,rf_min_samples_split=68",none,hadamard,hadamard,20.0,80.0,90.0,20.0,10.0,0.8,1.0,3.0,64.0,50.0,15.0,10.0,0.9,0.5,2.0,0.4,entropy,auto,68.0,3.0
